#,Project,Tracker,Parent task,Parent task subject,Status,Priority,Subject,Author,Assignee,Updated,Category,Target version,Start date,Due date,Estimated time,Total estimated time,Spent time,Total spent time,% Done,Created,Closed,Last updated by,Related issues,Files,Tags,Bug Detected Phase,Bug Injected Phase,Log Type
888,穿山甲,Bug,393,场次管理，活动是否能举行,Done,Normal,医生变更场次，查询医生存在无效的医生,毕艳芳,刘邵文,2020-06-08 10:11,"",V0.8,2020-06-05,2020-06-05,"","",0.00,0.00,100,2020-06-05 16:37,2020-06-05 18:09,徐苗,Related to #872,"","",PRD Bug,开发,""
887,穿山甲,Bug,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,Normal,不加任何搜索条件，导出报错,徐苗,刘邵文,2020-06-05 17:09,"",V0.8,2020-06-05,2020-06-05,"","",0.00,0.00,100,2020-06-05 15:12,2020-06-05 17:09,徐苗,Related to #796,企业微信截图_a28b636e-b45d-4789-9b93-ab2d97389b93.png,"",IT Bug,开发,""
884,穿山甲,Bug,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,Normal,是否有效的列值为空,徐苗,刘邵文,2020-06-05 15:34,"",V0.8,2020-06-05,2020-06-05,"","",0.00,0.00,100,2020-06-05 14:28,2020-06-05 15:34,徐苗,Related to #806,clipboard-202006051427-jr8uv.png,"",IT Bug,开发,""
882,穿山甲,Bug,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,Normal,脑防委照片核查，填写错误原因，第二次填写的原因会保存到第一张照片上,毕艳芳,刘邵文,2020-06-05 15:34,"",V0.8,2020-06-05,2020-06-05,"","",0.00,0.00,100,2020-06-05 14:12,2020-06-05 15:34,徐苗,Related to #797,企业微信截图_9be4ca84-d08e-430c-97a3-78e2d1937149.png,血压 e 讲堂,UAT Bug,开发,""
881,穿山甲,Story,743,统一早安血糖和诺华 E 讲堂的医脉通接口,Done,Normal,早安血糖需要增量推送签到数据,毕艳芳,刘邵文,2020-06-11 16:06,"",V0.8,2020-06-09,2020-06-09,2.00,2.00,0.00,0.00,100,2020-06-05 11:43,2020-06-11 16:06,毕艳芳,Related to #939,"","","","",""
879,穿山甲,Bug,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,Normal,诺华E讲堂-DSM场次查询的分期默认选择第二期,毕艳芳,刘邵文,2020-06-07 13:42,"",V0.8,2020-06-05,2020-06-05,"","",0.00,0.00,100,2020-06-05 10:49,2020-06-07 13:42,徐苗,Related to #781,1591325261257.jpg,"",UAT Bug,开发,""
875,穿山甲,Bug,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,Normal,编辑已取消的数据报错,徐苗,刘邵文,2020-06-05 14:06,"",V0.8,2020-06-05,2020-06-05,"","",0.00,0.00,100,2020-06-04 20:36,2020-06-05 14:06,徐苗,Related to #808,企业微信截图_897e1403-6ee1-46c0-bf23-b42019ce3d02.png,"",IT Bug,开发,""
874,穿山甲,Bug,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,Normal,修改活动分类报错,徐苗,刘邵文,2020-06-07 13:36,"",V0.8,2020-06-05,2020-06-05,"","",0.00,0.00,100,2020-06-04 20:35,2020-06-07 13:36,徐苗,Related to #809,clipboard-202006042035-ixup2.png,"",IT Bug,开发,""
872,穿山甲,Bug,393,场次管理，活动是否能举行,Done,Normal,医生变更场次，查询医生报错,毕艳芳,刘邵文,2020-06-05 16:36,"",V0.8,2020-06-04,2020-06-04,"","",0.00,0.00,100,2020-06-04 17:19,2020-06-04 18:15,毕艳芳,Related to #888,企业微信截图_8fef713e-3fbb-4447-b41c-9e50e3f09a72.png,脑防委,PRD Bug,开发,""
868,穿山甲,Bug,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,Normal,照片核查时，点击第一张照片「确定」按钮核查成功后，第二张照片上的「确认」按钮是loading状态,徐苗,刘邵文,2020-06-05 13:27,"",V0.8,2020-06-05,2020-06-05,"","",0.00,0.00,100,2020-06-04 11:51,2020-06-05 13:27,徐苗,Related to #797,"","",IT Bug,开发,""
867,穿山甲,Bug,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,Low,穿山甲后台调整场次类型属于EventQuotaMethodType.NORMAL,许清斌,刘邵文,2020-07-09 10:00,"",V0.8,2020-07-02,2020-07-02,1.00,1.00,0.00,0.00,100,2020-06-03 11:27,2020-07-09 10:00,徐苗,Related to #1075,"",noodle-thymeleaf,PRD Bug,架构,""
861,穿山甲,Bug,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,Normal,搜索医生姓名或序号无效,徐苗,刘邵文,2020-06-02 11:43,"",V0.8,2020-06-02,2020-06-02,"","",0.00,0.00,100,2020-06-01 19:13,2020-06-02 11:43,徐苗,Related to #797,"","",IT Bug,开发,""
858,穿山甲,Bug,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,Normal,切换公司时项目会显示成id,徐苗,刘邵文,2020-06-02 11:12,"",V0.8,2020-06-01,2020-06-01,"","",0.00,0.00,100,2020-06-01 17:28,2020-06-02 11:12,徐苗,Related to #818,clipboard-202006011727-xbjbg.png,"",IT Bug,开发,""
853,穿山甲,Bug,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,Normal,导出的数据文件名错误，文件打不开,徐苗,刘邵文,2020-06-02 11:15,"",V0.8,2020-06-01,2020-06-01,"","",0.00,0.00,100,2020-06-01 14:06,2020-06-02 11:15,徐苗,Related to #781,clipboard-202006011405-quswb.png,"",IT Bug,开发,""
850,穿山甲,Story,743,统一早安血糖和诺华 E 讲堂的医脉通接口,Done,Normal,医脉通回调历史数据迁移,许清斌,刘邵文,2020-06-18 15:45,"",V0.8,2020-06-11,2020-06-11,7.00,7.00,1.50,1.50,100,2020-06-01 02:17,2020-06-18 15:45,徐苗,"","",medlive-live-callback,"","",""
847,穿山甲,Bug,722,血压 E 讲堂二期需求变更（五月）,Done,Normal,直播报告回放数据，总观众数和级别观众数没有累加,毕艳芳,刘邵文,2020-05-29 19:47,"",V0.8,2020-05-29,2020-05-29,"","",0.00,0.00,100,2020-05-29 15:09,2020-05-29 19:47,徐苗,"","","",UAT Bug,开发,""
845,穿山甲,Story,722,血压 E 讲堂二期需求变更（五月）,Done,Normal,医脉通直播报告增量推送回放数据,毕艳芳,刘邵文,2020-06-02 16:07,"",V0.8,2020-05-27,2020-05-29,"","",1.00,1.00,100,2020-05-27 15:31,2020-06-02 16:07,谷常生,Related to #575,"","医脉通, medlive-live-callback","","",""
842,穿山甲,Bug,724,脑防委需求变更（五月）,Done,Normal,脑防委项目下的活动管理的详情页添加收货人信息和物流信息,毕艳芳,刘邵文,2020-05-27 11:21,"",V0.8,2020-05-27,2020-05-27,"","",0.00,0.00,100,2020-05-26 18:15,2020-05-27 11:21,徐苗,"",企业微信截图_1f660778-e013-4dff-a54c-4ef72c5f2db8.png,"",UAT Bug,需求,""
841,穿山甲,Bug,724,脑防委需求变更（五月）,Done,Normal,导出脑防委的分期字段内容错误，使用分期表的分期,毕艳芳,刘邵文,2020-05-27 11:21,"",V0.8,2020-05-26,2020-05-26,"","",0.00,0.00,100,2020-05-26 17:24,2020-05-27 11:21,徐苗,Related to #787,企业微信截图_da1c25d9-2364-4230-8afe-bb18ccbe66da.png,脑防委,UAT Bug,开发,""
839,穿山甲,Bug,724,脑防委需求变更（五月）,Done,Normal,导出报错，如图所示,徐苗,刘邵文,2020-05-26 16:23,"",V0.8,2020-05-26,2020-05-26,"","",0.00,0.00,100,2020-05-26 13:33,2020-05-26 16:23,徐苗,Related to #787,clipboard-202005261332-9adxw.png,"",IT Bug,开发,""
838,穿山甲,Bug,724,脑防委需求变更（五月）,Done,Normal,活动管理 翻页后搜索信息重置了,徐苗,刘邵文,2020-05-26 16:23,"",V0.8,2020-05-26,2020-05-26,"","",0.00,0.00,100,2020-05-26 13:25,2020-05-26 16:23,徐苗,Related to #787,"","",IT Bug,开发,""
835,穿山甲,Bug,723,早安血糖的幻灯库和面单管理,Done,Normal,不是ppt文件点击 保存，也可以上传,徐苗,刘邵文,2020-05-26 15:15,"",V0.8,2020-05-26,2020-05-26,"","",0.00,0.00,100,2020-05-25 20:01,2020-05-26 15:15,徐苗,Related to #386,clipboard-202005252000-fkz8p.png,"",IT Bug,开发,""
834,穿山甲,Bug,723,早安血糖的幻灯库和面单管理,Done,Normal,菜单命名错误,徐苗,刘邵文,2020-05-26 15:13,"",V0.8,2020-05-26,2020-05-26,"","",0.00,0.00,100,2020-05-25 19:47,2020-05-26 15:13,徐苗,Related to #386,clipboard-202005251946-kwf4u.png,"",IT Bug,开发,""
828,穿山甲,Bug,393,场次管理，活动是否能举行,Done,Normal,DSM场次查询，如果活动详情设置为第二页，那么总场次里会没有数据,毕艳芳,刘邵文,2020-05-27 13:24,"",V0.8,2020-05-26,2020-05-26,"","",0.00,0.00,100,2020-05-25 16:15,2020-05-27 13:24,徐苗,"","企业微信截图_dbea6f97-392e-478d-b2ef-8a7e05739672.png
企业微信截图_9d27bf42-e19d-400a-bf9d-cf96cb705aee.png","",PRD Bug,开发,""
818,穿山甲,Story,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,Normal,穿山甲后台-AMM管理,毕艳芳,刘邵文,2020-06-09 09:06,"",V0.8,2020-05-26,2020-05-27,4.00,4.00,0.00,0.00,100,2020-05-25 09:56,2020-06-09 09:06,徐苗,Related to #858,"","咯叽运营, noodle-thymeleaf","","",""
815,穿山甲,Story,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,Normal,咯叽运营-诺华E讲堂调查问卷架构管理,毕艳芳,刘邵文,2020-06-09 09:06,"",V0.8,2020-05-27,2020-05-28,4.00,4.00,0.00,0.00,100,2020-05-25 09:53,2020-06-09 09:06,徐苗,"","","咯叽运营, noodle-thymeleaf","","",""
812,穿山甲,Story,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,Normal,咯叽运营-救生圈登录用户管理,毕艳芳,刘邵文,2020-06-09 09:06,"",V0.8,2020-05-27,2020-05-29,3.00,3.00,0.00,0.00,100,2020-05-25 09:50,2020-06-09 09:06,徐苗,"","","咯叽运营, noodle-thymeleaf","","",""
809,穿山甲,Story,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,Normal,咯叽运营-诺华E讲堂活动管理,毕艳芳,刘邵文,2020-06-09 09:06,"",V0.8,2020-06-04,2020-06-04,8.00,8.00,0.00,0.00,100,2020-05-25 09:48,2020-06-09 09:06,徐苗,Related to #874,"","咯叽运营, noodle-thymeleaf","","",""
806,穿山甲,Story,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,Normal,咯叽服务-幻灯库管理,毕艳芳,刘邵文,2020-06-09 09:06,"",V0.8,2020-06-05,2020-06-05,5.00,5.00,0.00,0.00,100,2020-05-25 09:46,2020-06-09 09:06,徐苗,Related to #884,"","咯叽服务, noodle-thymeleaf","","",""
803,穿山甲,Story,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,Normal,咯叽服务-发货订单列表,毕艳芳,刘邵文,2020-06-09 09:06,"",V0.8,2020-05-29,2020-06-02,3.00,3.00,0.00,0.00,100,2020-05-25 09:43,2020-06-09 09:06,徐苗,"","","咯叽服务, noodle-thymeleaf","","",""
800,穿山甲,Story,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,Normal,诺华脑防委-DSM剩余场次导出,毕艳芳,刘邵文,2020-06-09 09:06,"",V0.8,2020-05-28,2020-05-29,3.00,3.00,0.00,0.00,100,2020-05-25 09:40,2020-06-09 09:06,徐苗,"","","脑防委, noodle-thymeleaf","","",""
797,穿山甲,Story,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,Normal,诺华脑防委-照片核查,毕艳芳,刘邵文,2020-06-09 09:06,"",V0.8,2020-05-28,2020-06-01,3.00,3.00,0.00,0.00,100,2020-05-25 09:37,2020-06-09 09:06,徐苗,"Related to #861, Related to #868, Related to #882","","脑防委, noodle-thymeleaf","","",""
796,穿山甲,Story,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,Normal,诺华脑防委-活动管理,毕艳芳,刘邵文,2020-06-09 09:06,"",V0.8,2020-06-03,2020-06-03,8.00,8.00,0.00,0.00,100,2020-05-25 09:35,2020-06-09 09:06,徐苗,"Related to #887, Related to #909, Related to #911","","脑防委, noodle-thymeleaf","","",""
794,穿山甲,Story,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,Normal,诺华早安血糖-活动变更记录,毕艳芳,刘邵文,2020-06-09 09:06,"",V0.8,2020-05-29,2020-06-01,3.00,3.00,0.00,0.00,100,2020-05-25 09:34,2020-06-09 09:06,徐苗,"","","早安血糖 e 讲堂, noodle-thymeleaf","","",""
787,穿山甲,Story,724,脑防委需求变更（五月）,Done,Normal,脑防委活动管理添加功能,毕艳芳,刘邵文,2020-05-27 13:24,"",V0.8,2020-05-25,2020-05-26,5.00,5.00,1.50,1.50,100,2020-05-22 14:53,2020-05-27 13:24,徐苗,"Related to #838, Related to #839, Related to #841",脑防委导出数据模版.xlsx,"咯叽运营, 脑防委, noodle-thymeleaf","","",""
786,穿山甲,Story,724,脑防委需求变更（五月）,Done,Normal,穿山甲-名医列表只显示脑防委的名医,毕艳芳,刘邵文,2020-05-28 17:11,"",V0.8,2020-05-25,2020-05-25,1.00,1.00,0.00,0.00,100,2020-05-22 14:33,2020-05-28 17:11,徐苗,"","","穿山甲, nood-service","","",""
781,穿山甲,Story,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,Normal,诺华E讲堂-DSM场次查询,毕艳芳,刘邵文,2020-06-09 09:06,"",V0.8,2020-05-26,2020-05-26,5.00,5.00,0.00,0.00,100,2020-05-21 18:16,2020-06-09 09:06,徐苗,"Related to #853, Related to #879","","血压 e 讲堂, noodle-thymeleaf","","",""
779,穿山甲,Bug,393,场次管理，活动是否能举行,Done,Normal,已发布的变更记录保存文件报错,毕艳芳,刘邵文,2020-05-21 16:56,"",V0.7,2020-05-21,2020-05-21,"","",0.00,0.00,100,2020-05-21 13:49,2020-05-21 16:56,徐苗,"",企业微信截图_b46f08d3-a89d-4c7a-809b-5af496c53ae1.png,"",UAT Bug,开发,""
777,穿山甲,Bug,393,场次管理，活动是否能举行,Done,Normal,DSM场次查询报错500,毕艳芳,刘邵文,2020-05-21 10:33,"",V0.7,2020-05-20,2020-05-20,"","",0.00,0.00,100,2020-05-20 16:56,2020-05-21 10:33,徐苗,"",企业微信截图_7c6d6ec5-10ff-47db-bf50-34a40fc8d42a.png,"",UAT Bug,开发,""
773,穿山甲,Story,722,血压 E 讲堂二期需求变更（五月）,Done,Normal,5天推送报告的提示规则修改,毕艳芳,刘邵文,2020-05-28 17:11,"",V0.8,2020-05-22,2020-05-22,1.00,1.00,0.00,0.00,100,2020-05-20 13:43,2020-05-28 17:11,徐苗,"",WechatIMG6269.jpeg,穿山甲,"","",""
772,穿山甲,Bug,724,脑防委需求变更（五月）,Done,Normal,重新签署协议报错,徐苗,刘邵文,2020-05-20 16:46,"",V0.8,2020-05-20,2020-05-20,"","",0.00,0.00,100,2020-05-20 13:13,2020-05-20 16:46,徐苗,Related to #735,clipboard-202005201313-lklcj.png,"",IT Bug,开发,""
767,穿山甲,Bug,393,场次管理，活动是否能举行,Done,Normal,有已经使用的场次，但是却没有总场次的查询,毕艳芳,刘邵文,2020-05-21 16:56,"",V0.7,2020-05-19,2020-05-19,"","",0.00,0.00,100,2020-05-19 15:39,2020-05-21 16:56,徐苗,"",企业微信截图_936ec54d-7fdd-40bf-a4a5-0db1ce87fa58.png,"",UAT Bug,开发,""
765,穿山甲,Bug,393,场次管理，活动是否能举行,Done,Normal,变更记录如果没有变更数据，可以保存或发布,毕艳芳,刘邵文,2020-05-21 16:56,"",V0.7,2020-05-19,2020-05-19,"","",0.00,0.00,100,2020-05-19 14:45,2020-05-21 16:56,徐苗,Related to #652,企业微信截图_feb3b40b-fa4d-463c-b4d4-af8d176abfba.png,"",UAT Bug,需求,""
751,穿山甲,Bug,393,场次管理，活动是否能举行,Done,Normal,点击发布报错：在保存的时候DSM还有1个场次，在发布的时候，DSM这一个场次已被MR使用掉了,徐苗,刘邵文,2020-05-18 11:15,"",V0.7,2020-05-15,2020-05-15,"","",0.00,0.00,100,2020-05-15 14:44,2020-05-18 11:15,徐苗,"",企业微信截图_078e86f7-431a-4c2c-9bd5-d5d4932d4848.png,"",IT Bug,开发,""
745,穿山甲,Story,743,统一早安血糖和诺华 E 讲堂的医脉通接口,Done,Normal,调用医脉通创建活动接口如果失败后重复调用接口的规则统一,毕艳芳,刘邵文,2020-06-18 15:45,"",V0.8,2020-06-09,2020-06-10,7.00,7.00,0.00,0.00,100,2020-05-14 17:13,2020-06-18 15:45,徐苗,"","",医脉通,"","",""
735,穿山甲,Story,724,脑防委需求变更（五月）,Done,Normal,Amin.D(Tina的助理)可以查看和管理脑防委的活动,毕艳芳,刘邵文,2020-05-27 13:24,"",V0.8,2020-05-19,2020-05-19,6.00,6.00,0.00,0.00,100,2020-05-14 15:59,2020-05-27 13:24,徐苗,"Related to #772, Related to #830","","脑防委, noodle-thymeleaf","","",""
734,穿山甲,Bug,724,脑防委需求变更（五月）,Done,Normal,脑防委活动管理重新审核照片，可以看到照片，但是无法审核,毕艳芳,刘邵文,2020-05-27 13:24,"",V0.8,2020-05-18,2020-05-18,1.00,1.00,0.00,0.00,100,2020-05-14 15:44,2020-05-27 13:24,徐苗,"","","脑防委, noodle-thymeleaf",PRD Bug,开发,""
731,穿山甲,Bug,393,场次管理，活动是否能举行,Done,Normal,重置发布报错,徐苗,刘邵文,2020-05-15 14:19,"",V0.7,2020-05-14,2020-05-14,"","",0.00,0.00,100,2020-05-14 14:56,2020-05-15 14:19,徐苗,Related to #652,clipboard-202005141455-070wz.png,"",IT Bug,开发,""
730,穿山甲,Bug,393,场次管理，活动是否能举行,Done,Normal,已发布的场次数量显示不正确,徐苗,刘邵文,2020-05-15 14:33,"",V0.7,2020-05-14,2020-05-14,"","",0.00,0.00,100,2020-05-14 14:22,2020-05-15 14:33,徐苗,"Related to #652, Related to #727",clipboard-202005141438-fvqzu.png,"",IT Bug,开发,""
729,穿山甲,Bug,393,场次管理，活动是否能举行,Done,Normal,点击保存的提示,徐苗,刘邵文,2020-05-14 18:08,"",V0.7,2020-05-14,2020-05-14,"","",0.00,0.00,100,2020-05-14 13:29,2020-05-14 18:08,徐苗,Related to #652,clipboard-202005141328-sz9dt.png,"",IT Bug,开发,""
728,穿山甲,Bug,393,场次管理，活动是否能举行,Done,Normal,发布按钮点击报错,徐苗,刘邵文,2020-05-14 18:06,"",V0.7,2020-05-14,2020-05-14,"","",0.00,0.00,100,2020-05-14 13:23,2020-05-14 18:06,徐苗,Related to #652,clipboard-202005141322-gejod.png,"",IT Bug,开发,""
727,穿山甲,Bug,393,场次管理，活动是否能举行,Done,Normal,体验项目中的场次变更记录查询出来的场次数量错误,徐苗,刘邵文,2020-05-15 17:25,"",V0.7,2020-05-14,2020-05-14,"","",0.00,0.00,100,2020-05-14 13:20,2020-05-15 17:25,徐苗,"Related to #652, Related to #730",企业微信截图_08cc01ee-19d7-4a3e-8890-1e527f2f29bd.png,"",IT Bug,开发,""
726,穿山甲,Bug,393,场次管理，活动是否能举行,Done,Normal,新的DSM初始化场次，搜索不到,徐苗,刘邵文,2020-05-14 18:10,"",V0.7,2020-05-14,2020-05-14,"","",0.00,0.00,100,2020-05-14 12:00,2020-05-14 18:10,徐苗,Related to #652,clipboard-202005141159-azwdm.png,"",IT Bug,开发,""
721,穿山甲,Bug,393,场次管理，活动是否能举行,Done,Normal,DSM场次列表也面，翻页数据是对的，但下方的翻页样式一直是第一页,徐苗,刘邵文,2020-05-14 18:12,"",V0.7,2020-05-13,2020-05-13,"","",0.00,0.00,100,2020-05-13 18:46,2020-05-14 18:12,徐苗,Related to #653,"","",IT Bug,开发,""
719,穿山甲,Bug,393,场次管理，活动是否能举行,Done,Normal,查看项目详情时报错，页面无数据显示,徐苗,刘邵文,2020-05-13 18:58,"",V0.7,2020-05-13,2020-05-13,"","",0.00,0.00,100,2020-05-13 17:49,2020-05-13 18:58,徐苗,Related to #646,clipboard-202005131749-dezcv.png,"",IT Bug,开发,""
716,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,在体验项目中的医生、医院管理列表中的时候，有其他项目的数据,徐苗,刘邵文,2020-05-21 10:39,"",V0.7,2020-05-13,2020-05-13,"","",0.00,0.00,100,2020-05-13 15:42,2020-05-21 10:39,徐苗,"","clipboard-202005131542-mca4e.png
bug_716.sql","",IT Bug,开发,""
715,穿山甲,Bug,393,场次管理，活动是否能举行,Done,Normal,体验项目查询场次时，活动没关联上DSM,徐苗,刘邵文,2020-05-13 17:18,"",V0.7,2020-05-13,2020-05-13,"","",0.00,0.00,100,2020-05-13 15:11,2020-05-13 17:18,徐苗,Related to #653,clipboard-202005131510-vhivs.png,"",IT Bug,开发,""
713,穿山甲,Bug,393,场次管理，活动是否能举行,Done,Normal,AMM查看活动详情，页面数据为空,徐苗,刘邵文,2020-05-13 17:26,"",V0.7,2020-05-13,2020-05-13,"","",0.00,0.00,100,2020-05-13 13:41,2020-05-13 17:26,徐苗,Related to #656,企业微信截图_bcac554f-ee78-4f3f-9646-6f4bf6880122.png,"",IT Bug,开发,""
711,穿山甲,Bug,393,场次管理，活动是否能举行,Done,Normal,DSM场次记录列表中数据没显示,徐苗,刘邵文,2020-05-13 17:26,"",V0.7,2020-05-13,2020-05-13,"","",0.00,0.00,100,2020-05-13 11:23,2020-05-13 17:26,徐苗,Related to #653,clipboard-202005131122-jtfax.png,"",IT Bug,开发,""
709,穿山甲,Log,743,统一早安血糖和诺华 E 讲堂的医脉通接口,Done,Normal,Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $,谷常生,刘邵文,2020-06-19 14:06,"",V0.8,2020-06-11,2020-06-11,2.00,2.00,0.00,0.00,100,2020-05-12 18:33,2020-06-18 15:45,徐苗,"","","","","",Java Log
706,穿山甲,Bug,743,统一早安血糖和诺华 E 讲堂的医脉通接口,Done,Normal,医脉通创建活动失败，会出现多次的调用,毕艳芳,刘邵文,2020-06-08 10:02,"",V0.7,2020-05-11,2020-05-11,"","",0.00,0.00,100,2020-05-12 15:32,2020-05-13 10:57,徐苗,"",企业微信截图_e8638a3e-2560-4d31-b88a-cb4c9a1dcb5e.png,医脉通,PRD Bug,开发,""
704,穿山甲,Bug,393,场次管理，活动是否能举行,Done,Normal,医生的场次出现负数,徐苗,刘邵文,2020-05-12 08:56,"",V0.7,2020-05-11,2020-05-11,"","",0.00,0.00,100,2020-05-11 15:11,2020-05-12 08:56,徐苗,"",clipboard-202005111511-uab0b.png,"",IT Bug,开发,""
698,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,DSM 恢复到MR的身份，但是相应的活动还是无法查询到,毕艳芳,刘邵文,2020-05-08 09:39,"",V0.7,2020-05-07,2020-05-07,"","",0.00,0.00,100,2020-05-07 11:56,2020-05-08 09:39,徐苗,"","1588822500345.jpg
企业微信截图_65be4b3e-ac06-490f-a5a7-95cd4979a28f.png","",PRD Bug,需求,""
689,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,诺华E讲堂修改活动分类SQL报错,毕艳芳,刘邵文,2020-05-08 09:39,"",V0.7,2020-05-06,2020-05-06,"","",0.00,0.00,100,2020-05-06 11:49,2020-05-08 09:39,徐苗,"",企业微信截图_dab5e8e1-2aec-4c45-9c11-c51159f91ee4.png,"",PRD Bug,开发,""
688,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,诺华E讲堂一期活动查询报错500,毕艳芳,刘邵文,2020-05-06 14:38,"",V0.7,2020-05-06,2020-05-06,"","",0.00,0.00,100,2020-05-06 10:49,2020-05-06 14:38,徐苗,"",1588733288733.jpg,"",PRD Bug,开发,""
686,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,数据库的医院出现没有项目的,毕艳芳,刘邵文,2020-05-08 09:39,"",V0.7,2020-04-30,2020-04-30,"","",0.00,0.00,100,2020-04-30 11:47,2020-05-08 09:39,徐苗,"","企业微信截图_89eaeccd-dc33-49ca-87b8-e43063be7a5c.png
bug_686.sql","",PRD Bug,开发,""
672,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,项目添加医生报错,毕艳芳,刘邵文,2020-04-29 11:47,"",V0.7,2020-04-28,2020-04-28,"","",0.00,0.00,100,2020-04-28 14:54,2020-04-29 11:42,徐苗,"",企业微信截图_50760e66-1e42-4880-8614-f785803024e0.png,咯叽运营,PRD Bug,开发,""
670,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,脑防委修改账户信息，账号信息会被存成银行名称,毕艳芳,刘邵文,2020-04-29 11:48,"",V0.7,2020-04-28,2020-04-28,"","",0.00,0.00,100,2020-04-27 16:30,2020-04-29 11:44,徐苗,"",企业微信截图_42da2de1-5985-4bc5-b347-c4a0444ec486.png,咯叽运营,PRD Bug,开发,""
669,穿山甲,Bug,743,统一早安血糖和诺华 E 讲堂的医脉通接口,Done,Normal,诺华E讲堂的医脉通创建活动接口存在多次,毕艳芳,刘邵文,2020-06-04 15:03,"",V0.8,2020-06-03,2020-06-03,"","",3.00,3.00,100,2020-04-27 15:56,2020-06-04 15:03,徐苗,Related to #640,企业微信截图_fbd6dce6-8d7a-4e2e-b965-eb4455e7b63f.png,nood-service,PRD Bug,开发,""
665,穿山甲,Story,"","",Done,High,脑防委历史活动的核查图片使用的是金数据连接，需要上传到七牛，并修改代码,毕艳芳,刘邵文,2020-04-29 11:42,"",V0.7,2020-04-28,2020-04-29,"","",5.00,5.00,100,2020-04-26 15:01,2020-04-29 11:42,徐苗,"","clipboard-202004280925-pybr8.png
story_665.sql
sp_db_string_search.sql",noodle-thymeleaf,"","",""
664,穿山甲,Bug,724,脑防委需求变更（五月）,Done,Normal,名医列表修改名医信息时，重新选择医院后，工牌就需要重新选择,毕艳芳,刘邵文,2020-05-28 17:11,"",V0.8,2020-05-21,2020-05-21,"","",0.00,0.00,100,2020-04-26 14:30,2020-05-28 17:11,徐苗,"",企业微信截图_85756e37-8d4e-49b2-a177-4aacaefb9c65.png,穿山甲,PRD Bug,需求,""
663,穿山甲,Bug,743,统一早安血糖和诺华 E 讲堂的医脉通接口,Done,Normal,重新推送的功能有问题，导致build的时候报错,徐苗,刘邵文,2020-05-15 10:07,"",V0.7,2020-04-26,2020-04-26,"","",0.00,0.00,100,2020-04-24 18:20,2020-05-15 10:07,徐苗,Related to #622,企业微信截图_2eb06536-b1d9-484c-83e7-8b30925dd54a.png,"",IT Bug,开发,""
662,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,搜索完成后，搜索的内容页面上没显示,徐苗,刘邵文,2020-04-26 11:38,"",V0.7,2020-04-24,2020-04-24,"","",0.00,0.00,100,2020-04-24 17:40,2020-04-26 11:38,徐苗,Related to #622,clipboard-202004241739-76928.png,"",IT Bug,开发,""
